,value
price_mean,32.99407165235075
price_std,49.89142488521358
return_mean,0.0021890739812311035
return_std,0.03052608600335296
return_skew,0.13465597069459959
return_kurt,6.92546021083865
return_min,-0.2077111663059736
return_max,0.260876724858552
