,value
price_mean,106.7604244920074
price_std,74.13891202516369
return_mean,0.0008570826530608646
return_std,0.01811272059865906
return_skew,-0.09659884015576066
return_kurt,6.467924518057479
return_min,-0.1377078178702326
return_max,0.1426174909542306
