,Date,Adj Close,Close,High,Low,Open,Volume,log_returns,rolling_vol,drawdown,returns,rsi_14,macd,stoch_k,atr_14,bb_upper,bb_lower,realized_vol,sma_20,sma_50,ema_12,price_momentum,vol_ratio,close_to_sma
51,2018-04-06,3187.199951171875,3187.199951171875,3308.800048828125,3066.239990234375,3066.239990234375,14,0.05002587432322533,0.06050053268109682,-0.0974991126922955,0.051298297656074965,57.992462605088754,8.962712453476968,73.42144481810307,200.7944069905852,3463.2374453368316,2339.290508764731,0.061625489246545706,2901.2639770507812,2736.6374243164064,3069.119279388624,0.01632651504205196,0.880910227147165,0.09855565587373953
52,2018-04-09,3187.199951171875,3187.199951171875,3187.199951171875,3187.199951171875,3187.199951171875,16,0.0,0.05416178057173734,-0.0974991126922955,0.0,57.992462605088754,6.161076535494203,73.42144481810307,186.45194934840055,3472.650997747488,2403.796951471262,0.05586345634126921,2938.223974609375,2764.9766235351562,3087.2855365860473,-0.03935186939665747,0.8182795020265725,0.08473689504749217
53,2018-04-10,3187.199951171875,3187.199951171875,3187.199951171875,3187.199951171875,3187.199951171875,2,0.0,0.05389273105911914,-0.0974991126922955,0.0,57.992462605088754,2.8351873677382002,73.42144481810307,173.13395296637194,3483.089269167669,2457.6146859104556,0.05563923284188817,2970.3519775390623,2793.315822753906,3102.656984983867,0.003627575756760315,0.8359767629950184,0.07300413394525429
54,2018-04-11,3187.199951171875,3187.199951171875,3187.199951171875,3187.199951171875,3187.199951171875,2,0.0,0.05386646344471103,-0.0974991126922955,0.0,57.992462605088754,-0.6514069400678579,63.763766706964745,160.76724204020252,3491.667093338789,2507.2128627158986,0.05564355126281104,2999.439978027344,2819.197421875,3115.6635951666376,0.023007373148386856,0.8582471189944612,0.06259834319739119
55,2018-04-12,3077.760009765625,3077.760009765625,3077.760009765625,3077.760009765625,3077.760009765625,13,-0.034940710248001404,0.054706654418678745,-0.12848858487452497,-0.034337331539557425,53.67636558156546,-11.038671782048993,32.531651131830664,157.10100628063446,3488.2570148154336,2552.1589519814415,0.05650719964173278,3020.2079833984376,2841.648623046875,3109.8322743357126,0.0151995194624861,0.8949674993568135,0.019055650035872024
56,2018-04-13,2942.719970703125,2942.719970703125,2942.719970703125,2942.719970703125,2942.719970703125,13,-0.0448677490832136,0.05539502520585401,-0.16672708793146762,-0.043876078262769846,48.84559474211084,-26.815204699529716,0.0,155.52522290791057,3464.1759876187857,2611.6959850374647,0.05716191534297857,3037.935986328125,2861.2710229492186,3084.1226891614683,-0.07670682235636306,0.9301602233116792,-0.03134233771004679
57,2018-04-16,2793.60009765625,2793.60009765625,2793.60009765625,2793.60009765625,2793.60009765625,9,-0.0520031921365779,0.056411723707042706,-0.20895249575080888,-0.05067416353967402,44.123242209361415,-45.98001935039689,0.0,155.0676979178366,3423.60172004752,2680.110267257168,0.05812272441610668,3051.855993652344,2879.886064453125,3039.426905852973,-0.12349393183534207,0.9718144710661546,-0.08462256952269334
58,2018-04-17,2579.199951171875,2579.199951171875,2579.199951171875,2579.199951171875,2579.199951171875,11,-0.07985186722160771,0.05496908692565542,-0.2696629392138571,-0.0767468996955758,38.37821591613488,-70.32512887673064,0.0,159.3057299583036,3450.9756884534067,2633.088300804406,0.05627972576059555,3042.0319946289064,2889.4220654296873,2968.622758978958,-0.19076305513133862,0.9676013977710748,-0.15214568560561498
59,2018-04-18,2595.840087890625,2595.840087890625,2640.639892578125,2593.280029296875,2640.639892578125,30,0.006430943120049963,0.05488471083839806,-0.2649510484057289,0.006451666033565839,39.04161452303438,-81.73619968644496,1.9817237606521505,152.31531649029975,3467.5285390476306,2603.8634531398698,0.05616536713651566,3035.69599609375,2885.19806640625,2911.271578811522,-0.18554212862102293,0.976112352494214,-0.144894583900733
60,2018-04-19,2622.080078125,2622.080078125,2709.760009765625,2621.43994140625,2667.52001953125,367,0.010057728212640539,0.05432426202178692,-0.25752082286849476,0.010108477158043083,40.13606721567626,-83.6433448578284,5.106722852044687,149.57278830349262,3467.7092762248335,2603.554713032979,0.05557791548439214,3035.6319946289063,2882.4511865234376,2866.7805787059033,-0.14805570616122388,0.9768185640793823,-0.13623255955782
61,2018-04-20,2695.0400390625,2695.0400390625,2723.199951171875,2695.0400390625,2723.199951171875,20,0.027445135314227865,0.04369394181136432,-0.2368611747470084,0.027825222252431114,43.19022996923044,-76.32143837330749,14.573277650638286,146.1118657851628,3476.275236394603,2562.412751886647,0.04358420677981261,3019.343994140625,2879.3407861328124,2840.3589572223027,-0.08416700675105182,0.7801807086204301,-0.1074087469687035
62,2018-04-23,2662.39990234375,2662.39990234375,2681.60009765625,2629.760009765625,2681.60009765625,23,-0.012185126080619762,0.041078277658990366,-0.2461036925688619,-0.012111188051255883,42.154089340755974,-70.16396707915008,10.466980913309637,140.33816317885652,3466.648046287243,2518.279932228382,0.04089832525146965,2992.4639892578125,2861.9583837890623,2812.9806410871406,-0.04696455853598125,0.7374136268818458,-0.11029843236172898
63,2018-04-24,2661.760009765625,2661.760009765625,2661.760009765625,2661.760009765625,2661.760009765625,13,-0.00024037316375512022,0.03788232547922938,-0.24628488723138287,-0.00024034427644081813,42.13274942137378,-62.85702732709832,11.315795990017541,130.35971527880426,3473.0164540369074,2481.7675303380925,0.037881887629345204,2977.3919921875,2850.835185546875,2789.715928576138,0.03200994888210906,0.6886788494997231,-0.106009549044961
