,Date,Adj Close,Close,High,Low,Open,Volume,log_returns,rolling_vol,drawdown,returns,rsi_14,macd,stoch_k,atr_14,bb_upper,bb_lower,realized_vol,sma_20,sma_50,ema_12,price_momentum,vol_ratio,close_to_sma
51,2015-03-16,69.07035827636719,95.4499969482422,95.52999877929688,94.4800033569336,94.55999755859376,4687400,0.011909782526346393,0.009087252347877984,-0.04293174522326926,0.011980986379623193,44.997129576694,-0.29391681123743263,-382.7257167974773,27.39992750101606,72.64849228391867,67.9191056775071,0.009102008449067759,70.28379898071289,69.84944946289062,69.41546348896857,-0.0061434917322710225,0.842938277257483,-0.017264870737546355
52,2015-03-17,68.11514282226562,94.12999725341795,95.29000091552734,94.05999755859376,94.94000244140624,4507400,-0.013926120238987977,0.009406454332579077,-0.056167616737570425,-0.01382960039499892,39.908249081105815,-0.2944213191438468,-427.9531978343884,27.315621439454922,72.69026946715225,67.61861267396104,0.009416603583351734,70.15444107055664,69.85406112670898,69.21541415562966,-0.0031770424933201813,0.8806743850787607,-0.029068697821140486
53,2015-03-18,68.48421478271484,94.63999938964844,95.0500030517578,92.23999786376952,93.98999786376952,7692100,0.005403727587058406,0.009166941769210436,-0.051053598714660975,0.005418354056927477,42.60894711974782,-0.25411323998505075,-333.1804602030494,27.288424210171872,72.57641379051323,67.44093240089303,0.009175796381207682,70.00867309570313,69.8762614440918,69.102921944412,0.010787490524250432,0.8673295704822855,-0.021775277913128343
54,2015-03-19,68.09344482421875,94.0999984741211,94.58000183105467,93.6999969482422,94.43000030517578,4386400,-0.00572232714976332,0.00915721780575294,-0.05646827342505689,-0.00570598582076054,40.531870044118214,-0.23824979870251328,-342.01891353611353,27.203235841469585,72.52296799116907,67.2076121479911,0.009166078477856101,69.86529006958008,69.90085311889648,68.94761777207458,-0.016821932856135202,0.87533713584152,-0.025360880110806405
55,2015-03-20,68.99072265625,95.33999633789062,95.4800033569336,94.0999984741211,94.1999969482422,8810400,0.013091090865699765,0.009700672308265391,-0.04403521023873447,0.013177154340590969,46.92918877358993,-0.1557961503134277,-346.48701012969804,27.216330319415675,72.3637583241556,67.14534659527799,0.00971352512949814,69.75455245971679,69.904287109375,68.95424929271695,0.010814208974550432,0.9302766287090237,-0.01095025022069925
56,2015-03-23,69.35978698730469,95.8499984741211,96.12000274658205,95.33999633789062,95.47000122070312,4739400,0.005335220050050335,0.009747671170056666,-0.038921297931959864,0.005349477681130699,49.34305140671739,-0.06928166736177532,-407.8468518211255,27.210112445909697,72.13711823514787,67.1593829245201,0.009760411978768077,69.64825057983398,69.89008758544922,69.01663970726891,0.004190346165274361,0.9347905825434126,-0.004141720576292822
57,2015-03-24,69.36701965332031,95.86000061035156,97.16000366210938,95.80999755859376,96.70999908447266,7118600,0.00010427207541683073,0.009733084757619625,-0.03882107903613108,0.0001042775119386441,49.3916317054647,-0.0076905087563748364,-409.1764217755592,27.252262747973624,71.86477133287684,67.21050256238684,0.009746132184410311,69.53763694763184,69.8855209350586,69.07054431435374,0.018378832946460033,0.9335856182615037,-0.0024535963803316557
58,2015-03-25,68.93283081054688,95.26000213623048,96.44000244140624,95.2300033569336,96.43000030517578,4965600,-0.006278969468499296,0.009787256995635513,-0.044837384269904246,-0.006259297933562835,46.50816280861086,0.00689752146046857,-473.7223492924969,27.239457036553073,71.56093826233445,67.2554412847847,0.009801117831818867,69.40818977355957,69.87802124023438,69.04935762146037,0.006550648631299838,0.9420255622646684,-0.006848744572701406
59,2015-03-26,69.2005844116211,95.62999725341795,95.9800033569336,94.79000091552734,95.25,5077700,0.0038767438854061123,0.009849341747066526,-0.04112727651767667,0.003884268177091199,48.50467092333512,0.03604077880991852,-468.2802093428943,27.22572243011262,71.29535610323099,67.3198149477944,0.009861405730934055,69.30758552551269,69.87688278198242,69.0726232814851,0.016259121421458245,0.9545725515483633,-0.0015438586278872855
60,2015-03-27,69.43214416503906,95.9499969482422,96.16000366210938,95.18000030517578,95.27999877929688,4245600,0.0033406248458291445,0.009906912978447473,-0.037918686109132405,0.003346210951638673,50.23458155225141,0.07038728181007547,-463.57371583640077,27.206700774425165,71.02387136826788,67.4197161256286,0.009917977709157073,69.22179374694824,69.87577499389648,69.12793418664724,0.006398273445959779,0.966822850067468,0.003038788894431093
61,2015-03-30,69.8446044921875,96.5199966430664,96.68000030517578,95.5500030517578,96.27999877929688,5021200,0.00592290582471616,0.010031950950734133,-0.03220346042738498,0.005940480912817847,53.24735061254296,0.1175788030839311,-455.1903857336677,27.209640443404563,70.75419787977661,67.55761394883667,0.010042085318636504,69.15590591430664,69.88291641235351,69.23819115673035,0.006989893221147847,0.9866264833050254,0.009958637209297
