,Date,Adj Close,Close,High,Low,Open,Volume,log_returns,rolling_vol,drawdown
22,2015-02-02,55.18000030517578,55.18000030517578,55.29999923706055,52.02000045776367,53.0,1931900,0.03936572364121521,0.03243579599070983,-0.12648406039842908
23,2015-02-03,54.68000030517578,54.68000030517578,55.97999954223633,54.04999923706055,55.220001220703125,1220300,-0.00910255688281925,0.032288750791307656,-0.1343992102241861
24,2015-02-04,54.29999923706055,54.29999923706055,55.310001373291016,53.9900016784668,54.2599983215332,808600,-0.006973804547432069,0.03221581895952645,-0.14041474100034568
25,2015-02-05,55.0,55.0,55.29999923706055,54.25,54.63999938964844,717000,0.01280897234303164,0.031128518598732714,-0.12933351916672564
26,2015-02-06,54.630001068115234,54.630001068115234,55.4900016784668,54.34000015258789,54.959999084472656,493500,-0.006749983273037516,0.030025783991421775,-0.1351907131292016
27,2015-02-09,55.02000045776367,55.02000045776367,55.08000183105469,54.0099983215332,54.22999954223633,742700,0.007113561856945392,0.02964993036993026,-0.1290169059271593
28,2015-02-10,55.7400016784668,55.7400016784668,55.79999923706055,54.290000915527344,54.650001525878906,794700,0.013001288349851977,0.0297623483437382,-0.11761907085397283
29,2015-02-11,55.79999923706055,55.79999923706055,56.150001525878906,55.2599983215332,55.70000076293945,630400,0.0010758035482843291,0.029802431716583457,-0.11666929152307459
30,2015-02-12,57.2400016784668,57.2400016784668,57.36000061035156,55.81999969482422,56.36000061035156,813800,0.02547912829705385,0.030197199254458677,-0.09387362137670174
31,2015-02-13,56.900001525878906,56.900001525878906,57.31999969482422,56.720001220703125,57.04999923706055,704500,-0.005957616062431677,0.029822554073736244,-0.09925592567372854
32,2015-02-17,57.630001068115234,57.630001068115234,58.15999984741211,56.400001525878906,56.900001525878906,775900,0.012747916033451535,0.02809717266529809,-0.08769981417465944
33,2015-02-18,56.540000915527344,56.540000915527344,57.66999816894531,55.849998474121094,57.650001525878906,1021400,-0.01909491552458472,0.028308462560546168,-0.10495484321032178
34,2015-02-19,56.810001373291016,56.810001373291016,57.099998474121094,56.09000015258789,56.56999969482422,657600,0.0047640222844338356,0.028284564033602314,-0.10068065505787682
35,2015-02-20,56.810001373291016,56.810001373291016,57.25,56.400001525878906,56.849998474121094,569100,0.0,0.026968530589800237,-0.10068065505787682
36,2015-02-23,56.540000915527344,56.540000915527344,56.77000045776367,56.08000183105469,56.369998931884766,649900,-0.004764022284433877,0.02691066760613971,-0.10495484321032178
37,2015-02-24,56.560001373291016,56.560001373291016,56.81999969482422,56.18000030517578,56.54999923706055,561000,0.000353677410564191,0.026722798619226964,-0.10463822997075545
38,2015-02-25,56.15999984741211,56.15999984741211,57.13999938964844,55.9900016784668,56.779998779296875,493500,-0.0070972888680335385,0.02662524052645267,-0.11097037398648135
39,2015-02-26,56.43000030517578,56.43000030517578,56.63999938964844,55.630001068115234,55.720001220703125,877200,0.004796180388555334,0.02667062166534178,-0.1066961858340364
40,2015-02-27,57.349998474121094,57.349998474121094,57.529998779296875,55.86000061035156,56.34000015258789,591700,0.016171879579856552,0.026966958770022656,-0.09213233914078789
41,2015-03-02,57.7599983215332,57.7599983215332,58.150001525878906,57.15999984741211,57.959999084472656,430000,0.007123648556295438,0.013362899508704616,-0.08564191869917914
42,2015-03-03,56.970001220703125,56.970001220703125,57.869998931884766,56.779998779296875,57.75,442400,-0.01377163060581649,0.011106158057905838,-0.0981478095291467
43,2015-03-04,57.150001525878906,57.150001525878906,57.31999969482422,56.599998474121094,57.0,456700,0.0031545820209370958,0.01081918654617085,-0.09529835076085003
44,2015-03-05,57.88999938964844,57.88999938964844,58.130001068115234,56.93000030517578,57.150001525878906,453300,0.0128652306072518,0.010842388458029215,-0.08358396283589808
45,2015-03-06,57.09000015258789,57.09000015258789,58.15999984741211,56.7599983215332,57.77000045776367,576100,-0.01391567489868632,0.011235630851899782,-0.09624819047954913
46,2015-03-09,56.4900016784668,56.4900016784668,57.290000915527344,56.22999954223633,57.029998779296875,615400,-0.010565311599122048,0.011420466111948023,-0.10574634611533729
47,2015-03-10,56.86000061035156,56.86000061035156,57.41999816894531,56.349998474121094,56.439998626708984,833500,0.006528455907334651,0.011406539436570376,-0.09988915215286132
48,2015-03-11,56.93000030517578,56.93000030517578,57.68000030517578,56.52000045776367,56.84000015258789,625400,0.0012303313663940719,0.011088987235375374,-0.09878103600827937
49,2015-03-12,56.9900016784668,56.9900016784668,57.209999084472656,56.34000015258789,57.0,519300,0.001053394975326052,0.011088986284573261,-0.09783119628958026
50,2015-03-13,55.97999954223633,55.97999954223633,57.220001220703125,55.400001525878906,56.97999954223633,621700,-0.017881367388825047,0.01027105456416547,-0.11381983275477792
51,2015-03-16,56.34000015258789,56.34000015258789,56.68000030517578,55.90999984741211,56.11000061035156,813500,0.006410289246531214,0.010336130173693872,-0.10812091521818479
52,2015-03-17,56.189998626708984,56.189998626708984,56.41999816894531,55.400001525878906,56.0,1040900,-0.0026659844725922103,0.009860472843407788,-0.11049548432103218
53,2015-03-18,56.380001068115234,56.380001068115234,56.709999084472656,55.709999084472656,56.119998931884766,699700,0.003375723946923187,0.008961154876350364,-0.10748768873905201
54,2015-03-19,58.31999969482422,58.31999969482422,58.38999938964844,56.189998626708984,56.29999923706055,741000,0.03383057783672405,0.011728394603500525,-0.076776929154723
55,2015-03-20,57.18000030517578,57.18000030517578,58.52000045776367,56.779998779296875,58.52000045776367,1688700,-0.019740890236349017,0.012639855175480849,-0.09482346109540085
56,2015-03-23,56.33000183105469,56.33000183105469,57.15999984741211,56.29999923706055,57.09000015258789,617900,-0.014976906818797887,0.013055709618470778,-0.10827919164406752
57,2015-03-24,55.47999954223633,55.47999954223633,56.61000061035156,55.36000061035156,56.439998626708984,669300,-0.015204698216811464,0.013478530151716564,-0.12173498258053495
58,2015-03-25,54.689998626708984,54.689998626708984,56.130001068115234,54.650001525878906,55.41999816894531,680700,-0.01434173494744155,0.013746707889452538,-0.13424093379830326
59,2015-03-26,54.58000183105469,54.58000183105469,54.91999816894531,53.150001525878906,54.400001525878906,775800,-0.002013303419941133,0.013671210162851393,-0.13598221603421723
60,2015-03-27,54.040000915527344,54.040000915527344,54.650001525878906,52.13999938964844,54.189998626708984,1696100,-0.00994301879462197,0.013113517516178484,-0.14453059233910692
61,2015-03-30,54.599998474121094,54.599998474121094,55.02000045776367,53.97999954223633,54.400001525878906,844400,0.01030932477070013,0.013261120799837897,-0.13566566318245155
62,2015-03-31,53.790000915527344,53.790000915527344,54.95000076293945,53.7400016784668,54.47999954223633,834500,-0.014946261498807225,0.01331470166431313,-0.14848816725198544
63,2015-04-01,52.45000076293945,52.45000076293945,53.869998931884766,52.279998779296875,53.66999816894531,1177600,-0.02522724391721209,0.014126334113336882,-0.1697007712005264
64,2015-04-02,52.75,52.75,53.29999923706055,52.290000915527344,52.290000915527344,1095800,0.005703422967836319,0.01375442766861064,-0.16495169338263227
65,2015-04-06,53.06999969482422,53.06999969482422,53.40999984741211,52.2599983215332,52.619998931884766,924400,0.00604801873318897,0.013770927747411354,-0.15988600232517192
66,2015-04-07,52.54999923706055,52.54999923706055,53.7400016784668,52.5,53.349998474121094,985500,-0.009846708284757928,0.013752863134738018,-0.16811776539049528
67,2015-04-08,52.720001220703125,52.720001220703125,53.15999984741211,51.650001525878906,52.709999084472656,2163600,0.0032298305441044685,0.013644166043841914,-0.16542658304808144
