,Date,Adj Close,Close,High,Low,Open,Volume,log_returns,rolling_vol,drawdown
22,2015-02-02,26.27469825744629,29.657499313354492,29.792499542236328,29.020000457763672,29.512500762939453,250956400,0.0124688251672648,0.023655427447218227,-0.0022706828344750685
23,2015-02-03,26.279125213623047,29.662500381469727,29.772499084472656,29.40250015258789,29.625,207662800,0.0001684732297228087,0.02240707022461994,-0.0021025779938378397
24,2015-02-04,26.48067855834961,29.88999938964844,30.127500534057617,29.57749938964844,29.625,280598800,0.007640450146274148,0.02237442739754551,0.0
25,2015-02-05,26.66969108581543,29.98500061035156,30.0575008392334,29.8125,30.0049991607666,168984800,0.0071123992369719466,0.022297495372761378,0.0
26,2015-02-06,26.44510078430176,29.732500076293945,30.0625,29.612499237060547,30.0049991607666,174826400,-0.008456839691083106,0.02115460555066324,-0.008421181212448281
27,2015-02-09,26.620763778686523,29.93000030517578,29.959999084472656,29.607500076293945,29.637500762939453,155559200,0.006620588865259319,0.021160951040916875,-0.0018345659487195576
28,2015-02-10,27.132190704345703,30.5049991607666,30.537500381469727,30.040000915527344,30.042499542236328,248034000,0.01902936735326398,0.020314358276844302,0.0
29,2015-02-11,27.768142700195312,31.219999313354492,31.229999542236328,30.625,30.6924991607666,294247200,0.023168545742030908,0.020679409935381164,0.0
30,2015-02-12,28.119461059570312,31.614999771118164,31.8700008392334,31.392499923706055,31.51499938964844,297898000,0.012572483462923374,0.020575981667754577,0.0
31,2015-02-13,28.2573299407959,31.770000457763672,31.81999969482422,31.412500381469727,31.81999969482422,217088800,0.004890989842386993,0.018901150636565542,0.0
32,2015-02-17,28.424091339111328,31.957500457763672,32.220001220703125,31.729999542236328,31.872499465942383,252609600,0.0058841812963070835,0.018509131462528437,0.0
33,2015-02-18,28.621986389160156,32.18000030517578,32.19499969482422,31.862499237060547,31.907499313354492,179566800,0.006938105187015405,0.01813289126093656,0.0
34,2015-02-19,28.56195831298828,32.11249923706055,32.25749969482422,32.08250045776367,32.119998931884766,149449600,-0.002099473848255992,0.018291200306449353,-0.0020972714945671767
35,2015-02-20,28.795425415039062,32.375,32.375,32.01250076293945,32.154998779296875,195793600,0.008140831267319862,0.01782099888441779,0.0
36,2015-02-23,29.57368850708008,33.25,33.25,32.415000915527344,32.505001068115234,283896400,0.02666852946476614,0.01832811197602822,0.0
37,2015-02-24,29.389131546020508,33.04249954223633,33.400001525878906,32.79249954223633,33.23500061035156,276912400,-0.006260133542257624,0.01855317004969932,-0.006240579730708573
38,2015-02-25,28.63755226135254,32.1974983215332,32.900001525878906,32.037498474121094,32.88999938964844,298846800,-0.025906057987307204,0.017442814410835714,-0.031654362136918635
39,2015-02-26,28.999998092651367,32.60499954223633,32.717498779296875,31.65250015258789,32.1974983215332,365150000,0.012576891510685953,0.013656926369720067,-0.019398676438056373
40,2015-02-27,28.564184188842773,32.1150016784668,32.64250183105469,32.060001373291016,32.5,248059200,-0.015142132263704412,0.01319925203655083,-0.034135218472853945
41,2015-03-02,28.704265594482425,32.272499084472656,32.56999969482422,32.07500076293945,32.3125,192386800,0.004892106755004681,0.012434964288655037,-0.02939852810005461
42,2015-03-03,28.764299392700195,32.34000015258789,32.380001068115234,32.022499084472656,32.2400016784668,151265200,0.002089275069555006,0.012324949486168186,-0.027368554794445554
43,2015-03-04,28.58196258544922,32.1349983215332,32.38999938964844,32.08000183105469,32.275001525878906,126665200,-0.0063591737428766735,0.012531134441528225,-0.033534062597346925
44,2015-03-05,28.10834693908691,31.602500915527344,32.1875,31.440000534057617,32.14500045776367,226068400,-0.01670926370735116,0.013336287527573659,-0.04954882674314909
45,2015-03-06,28.150596618652344,31.649999618530273,32.342498779296875,31.565000534057617,32.099998474121094,291368400,0.0015019723029364989,0.01330381320485394,-0.048120202797396816
46,2015-03-09,28.270666122436523,31.78499984741211,32.39250183105469,31.26499938964844,31.989999771118164,354114000,0.004256185672100232,0.01304375470764345,-0.04406019169139519
47,2015-03-10,27.68586540222168,31.127500534057617,31.80500030517578,30.950000762939453,31.602500915527344,275426400,-0.020902725630456587,0.014089180124430974,-0.06383455024240381
48,2015-03-11,27.181108474731445,30.559999465942383,31.1924991607666,30.52750015258789,31.1875,275756000,-0.01839981804484781,0.014188247179946429,-0.08090232071578907
49,2015-03-12,27.672517776489254,31.112499237060547,31.225000381469727,30.407499313354492,30.57749938964844,193450800,0.017917592039511213,0.01378146473359998,-0.06428588473621333
50,2015-03-13,27.481292724609375,30.897499084472656,31.350000381469727,30.645000457763672,31.100000381469727,207309200,-0.006934274037755942,0.013519787936911623,-0.07075193822947645
51,2015-03-16,27.7836971282959,31.237499237060547,31.237499237060547,30.717500686645508,30.969999313354492,143497200,0.010943905814875683,0.013728225564797789,-0.060526483815356746
52,2015-03-17,28.248435974121097,31.760000228881836,31.829999923706055,31.412500381469727,31.475000381469727,204092400,0.016588677869075304,0.01420478981137098,-0.044811878391216364
53,2015-03-18,28.566404342651367,32.11750030517578,32.290000915527344,31.592500686645508,31.75,261083600,0.011193261710552339,0.01435018662515326,-0.034060146545046854
