,Date,Adj Close,Close,High,Low,Open,Volume,log_returns,rolling_vol,drawdown,returns,rsi_14,macd,stoch_k,atr_14,bb_upper,bb_lower,realized_vol,sma_20,sma_50,ema_12,price_momentum,vol_ratio,close_to_sma
51,2015-03-16,26.913938522338867,30.790000915527344,30.84000015258789,30.510000228881836,30.600000381469727,6866900,0.014723050966065994,0.015693237676247942,-0.008373409421505329,0.014831968959521769,58.634458378403025,0.012602366082140604,-99.01077967207792,4.088669707664102,27.302570928310857,25.267454515719905,0.015709888389972188,26.28501272201538,25.122749481201172,26.569991603048077,-0.006132952671515257,0.7731430725116446,0.02392716362646919
52,2015-03-17,27.010082244873047,30.899999618530273,31.1299991607666,30.649999618530273,30.68000030517578,7752800,0.003565899687882183,0.015118595824817792,-0.004831056387483157,0.0035722650720324545,59.425580625994584,0.009604796949769456,-95.03789870087493,4.097769059861504,27.39098175244896,25.280440442985615,0.01512899241176865,26.335711097717287,25.135785331726073,26.637697855636535,0.019465507538763527,0.7536629793074116,0.025606718749820016
53,2015-03-18,26.02234649658203,29.770000457763672,31.1299991607666,29.600000381469727,30.829999923706055,14735200,-0.03725456326125995,0.016684285349399457,-0.04122353873105955,-0.03656914996911953,49.04731775224505,-0.060113760709077924,-135.85342420299233,4.099351049578079,27.34772183331318,25.38314040270977,0.016634127190769604,26.365431118011475,25.146685218811037,26.543028415781997,-0.029660660130979233,0.8383505218784238,-0.013012668743924568
54,2015-03-19,25.71640968322754,29.420000076293945,29.8700008392334,28.93000030517578,29.729999542236328,12247200,-0.011826352301280802,0.01687723757006412,-0.05249558198505444,-0.011756695861177446,46.347389867676306,-0.12434915273760128,-114.7711249136584,4.081372713369028,27.33590375248869,25.407196986036702,0.016832204179718296,26.371550369262696,25.17013168334961,26.415856303081313,-0.05249558198505444,0.856055396917469,-0.024842706509919675
55,2015-03-20,26.23212623596191,30.010000228881836,30.200000762939453,29.440000534057617,29.5,10170800,0.019855554603661705,0.017232745001205106,-0.03349434043624089,0.020053987282319774,51.221847142072725,-0.12906106221747715,-96.35267158308629,4.110102596679234,27.33154799779923,25.443019797000577,0.01719442291859629,26.387283897399904,25.194298248291016,26.387590138909097,-0.010876825183350092,0.8815822026876773,-0.005880016376118266
56,2015-03-23,26.14472007751465,29.90999984741211,30.25,29.899999618530273,30.049999237060547,4924000,-0.0033375907767572454,0.017212809503224118,-0.036714763594474786,-0.0033320272120159755,50.386314063410516,-0.13441352607217116,-99.47432094964189,4.103514822919153,27.316926435808192,25.492606492658602,0.017173958805040697,26.404766464233397,25.20363353729248,26.35022551407918,-0.028580671839826044,0.88983451268381,-0.00984846380182891
57,2015-03-24,26.039823532104492,29.790000915527344,29.979999542236328,29.700000762939453,29.809999465942383,5033900,-0.004020220526388196,0.017083850567732956,-0.04057960870446109,-0.0040121502582225466,49.34600062575506,-0.140696732019869,-103.2206271636492,4.0843551544764765,27.317632266514746,25.48927805758193,0.01704913544287344,26.40345516204834,25.228140602111818,26.302471363006152,-0.035922093978544845,0.8911406110377723,-0.01377212291770515
58,2015-03-25,25.532835006713867,29.209999084472656,29.799999237060547,29.209999084472656,29.799999237060547,5568500,-0.019661769336854804,0.017630226235400826,-0.0592592717525966,-0.019469737372281304,44.5575546182855,-0.1725738275315849,-121.32736514700893,4.061199479510732,27.35545158347614,25.406878471760677,0.017592560260289075,26.381165027618408,25.24739227294922,26.184065769730417,-0.018811197135218394,0.9268691958701747,-0.03215665494743789
59,2015-03-26,26.031085968017575,29.780000686645508,30.06999969482422,29.030000686645508,29.469999313354492,7821400,0.01932616681894974,0.018163517783803283,-0.040901538580249475,0.01951412607227887,49.72126284357865,-0.1542762608857249,-129.41583184676512,4.0951969944107045,27.35649189507528,25.397971491460368,0.01813124005386181,26.377231693267824,25.27626007080078,26.160530415620748,0.012236400363277333,0.9620917453315533,-0.013122898159877588
60,2015-03-27,26.424436569213867,30.229999542236328,30.239999771118164,29.510000228881836,29.809999465942383,7319000,0.014997771646334654,0.0179598805720542,-0.02640879106793237,0.015110802587321004,53.41039884644616,-0.11183224583335094,-113.88931996917029,4.103319623602839,27.336207855602918,25.496051322558703,0.017925673026403473,26.41612958908081,25.329741439819337,26.20113136232738,0.007331099718036471,0.9570924889334746,0.00031446620917889334
61,2015-03-30,26.538066864013672,30.36000061035156,30.6200008392334,30.290000915527344,30.31999969482422,4145200,0.004290978023515081,0.01687648442698316,-0.02222215663220184,0.004300197451785559,54.45014261247307,-0.07407489828566671,-108.72430388241015,4.109908526918317,27.345765516155744,25.503102090960958,0.016817629498626075,26.42443380355835,25.395264129638672,26.25296759335604,0.015044979840396655,0.9061603989168605,0.004300302564667208
62,2015-03-31,26.607999801635746,30.440000534057617,30.59000015258789,30.079999923706055,30.1200008392334,5342800,0.0026317273270634934,0.016786060684887638,-0.019645522950522132,0.0026351933613109058,55.1140689426696,-0.043854197256673194,-105.5455323369453,4.105767438465167,27.36333328366437,25.528366316555353,0.01672337157792271,26.445849800109862,25.458173332214354,26.30758793309138,0.021819513055868045,0.910042217527476,0.006131396901649584
63,2015-04-01,26.162200927734375,29.93000030517578,30.440000534057617,29.709999084472656,30.36000061035156,8263400,-0.01689625862234328,0.017236682806314012,-0.03607069301783239,-0.016754317394198304,50.10081671875888,-0.05275438612331018,-125.80912805511893,4.086212673747788,27.362390980789506,25.534553446700727,0.01717408261088953,26.448472213745116,25.514783096313476,26.285220701497995,0.024649276935170494,0.9444035105723289,-0.010823736195316716
64,2015-04-02,26.23212623596191,30.010000228881836,30.09000015258789,29.65999984741211,29.950000762939453,6892500,0.0026691954464806863,0.017047876620528753,-0.03349434043624089,0.0026727609202561453,50.855923488928944,-0.05267567787685917,-122.63070330049528,4.074897427398197,27.35840274408035,25.521058735106664,0.016986085570437775,26.439730739593507,25.573663635253908,26.27705232218475,0.007723084169109828,0.9442460426819206,-0.00785199008553854
65,2015-04-06,26.197166442871097,29.969999313354492,30.079999923706055,29.1200008392334,29.549999237060547,6929800,-0.001333597936796601,0.015777747055886023,-0.034782411314503436,-0.0013327090902333083,50.44491436448051,-0.05354676049674639,-124.21978563124154,4.058681445994337,27.25956762214818,25.52636320213161,0.01568816587973756,26.392965412139894,25.6152730178833,26.264762186905728,-0.008600755809777705,0.8820898164053054,-0.007418604397470836
66,2015-04-07,26.02234649658203,29.770000457763672,30.100000381469727,29.75,29.90999984741211,3625300,-0.006695604365584344,0.01581648418904468,-0.04122353873105955,-0.00667323875161463,48.34098002863882,-0.06377099438054407,-132.166150959787,4.047549481180357,27.16037187578102,25.519791698437732,0.015728663764294333,26.340081787109376,25.661410293579102,26.227467465317467,-0.01943323038841882,0.8938217295743791,-0.01206280576861543
67,2015-04-08,26.37198257446289,30.170000076293945,30.190000534057617,29.68000030517578,29.760000228881836,4818900,0.01334653097453845,0.01544332792398305,-0.028341424447991592,0.013435993480710229,52.59904086782555,-0.045706725807610885,-151.3619480682176,4.056128378058587,27.151379460079614,25.516546756045873,0.015360590172603557,26.333963108062743,25.711574745178222,26.249700559032146,-0.008870160437927654,0.8830285121423802,0.001443742677246581
68,2015-04-09,26.747859954833984,30.600000381469727,30.68000030517578,30.020000457763672,30.13999938964844,4718600,0.014152287961454563,0.01553473384783866,-0.01449246641222901,0.014252905685409933,56.7284054947905,-0.009079897248448154,-138.31159148050747,4.074120474676752,27.140138084669477,25.520796172837844,0.01545351438139217,26.33046712875366,25.778851165771485,26.326340466078584,0.022385694105680365,0.897410081316532,0.015852085876004767
69,2015-04-10,26.835269927978516,30.700000762939453,30.739999771118164,30.530000686645508,30.56999969482422,6021500,0.003262595927942549,0.015297199139050501,-0.011271902703951064,0.0032679239868957932,57.652306300070826,0.018872924323264054,-128.34689670865066,4.068264713362997,27.072889274472928,25.557451683168672,0.015215114004112875,26.3151704788208,25.86270336151123,26.40463730637088,0.02299255830774971,0.8897014990675167,0.019764243958681798
70,2015-04-13,27.027572631835938,30.920000076293945,31.0,30.59000015258789,30.649999618530273,5967000,0.007140489130876774,0.014419446107503744,-0.004186634435730752,0.0071660432100564275,59.691364541474954,0.0465747070754694,-101.64612958163212,4.075155096124318,27.15576926608471,25.525270353361087,0.014344023078687611,26.3405198097229,25.944121704101562,26.500473510288582,0.03169832091481073,0.8473016681354519,0.026083495203440568
71,2015-04-14,26.616737365722656,30.450000762939453,30.739999771118164,30.1299991607666,30.709999084472656,6881600,-0.01531731132773064,0.014473394881460686,-0.01932359307473408,-0.015200597985975062,53.738174015674815,0.03406996095035986,-122.50071888672765,4.049245956349883,27.108759882447664,25.542559621336515,0.01439673322422514,26.32565975189209,26.02325439453125,26.51836025727844,0.022841555400036517,0.8592442315763142,0.01105680224442033
72,2015-04-15,26.686668395996097,30.530000686645508,30.950000762939453,29.899999618530273,30.13999938964844,9128700,0.002623887513219272,0.014460805079233422,-0.016747029668076285,0.002627332918853531,54.56875091133297,0.027623790454866542,-118.95091915840374,4.069532916411805,27.047444659564952,25.571533459331533,0.014384363128186431,26.309489059448243,26.092970237731933,26.54425381708116,0.011932581126377961,0.8673483386825378,0.01433624711204348
73,2015-04-16,26.67792510986328,30.520000457763672,30.6299991607666,30.260000228881836,30.38999938964844,4825600,-0.0003276811697287294,0.011611451643966552,-0.01706917036893063,-0.00032762748811787645,54.43715513678842,0.020229165417403577,-129.89770316569286,4.060518477008855,27.084520971870482,25.600015008354127,0.011618704293771558,26.342267990112305,26.144718093872072,26.564818631355333,-0.002614595899963379,0.7097704794214108,0.012742149608263307
74,2015-04-17,26.441917419433594,30.25,30.350000381469727,30.0,30.260000228881836,6221300,-0.008885916528027922,0.011454805778035412,-0.025764720491289972,-0.008846553450381767,50.870968374286846,-0.0019218837999100125,-142.45130932440262,4.032772533765825,27.063614287025665,25.69347246681955,0.011463652960583562,26.378543376922607,26.19192008972168,26.545910752598143,-0.014658041808433997,0.7098814176115925,0.0024024845347006313
75,2015-04-20,26.328275680541992,30.1200008392334,30.5,30.079999923706055,30.3799991607666,5027600,-0.004307049411542782,0.010650866866479675,-0.029951776577152533,-0.004297787376345119,49.1996206452451,-0.02434728969094596,-148.49608536809308,4.034580394251581,27.06558796126071,25.701113737042512,0.010648411694819207,26.38335084915161,26.230380935668947,26.512428433820272,-0.02587346488046205,0.6705544101059328,-0.002087497108480068
76,2015-04-21,26.363243103027344,30.15999984741211,30.34000015258789,29.809999465942383,30.1200008392334,7020600,0.001327250700902371,0.01062074852852039,-0.02866342459880178,0.001328131887922801,49.74672679793594,-0.03622969829772446,-146.63611525666533,4.032947828379746,27.067821274598288,25.7207327262562,0.010617148828736404,26.394277000427245,26.24873722076416,26.489476844467514,-0.009523866851606111,0.6770671243717099,-0.0011757813028710192
77,2015-04-22,26.625478744506836,30.459999084472656,30.649999618530273,29.979999542236328,30.190000534057617,6795800,0.009897871593102589,0.010769696829158973,-0.01900152264890187,0.009947017537056402,53.76797040497133,-0.02629476335747566,-132.68740469593502,4.051077020317116,27.08370774903365,25.76341177306108,0.010764803821772006,26.423559761047365,26.277932548522948,26.510400213704333,-0.002292892113068823,0.6960395550646634,0.007641626839285021
78,2015-04-23,26.660444259643555,30.5,30.719999313354492,30.280000686645508,30.59000015258789,6804400,0.0013123736320564063,0.009597786664786627,-0.017713240945573028,0.0013132351711773183,54.29315283730479,-0.017649863294564277,-130.82753603926704,4.054180130926441,27.0049402954157,25.954940151971996,0.009608811528675043,26.47994022369385,26.300834312438965,26.5334839130796,-0.0006552552399685663,0.6315872754381675,0.006816633059775341
